match_id,game_id,team,score_team,opponent,score_opp,win_lose,map,map_pick
53574,119283,BBL,13,KOI,4,team win,Ascent,team pick
53574,119284,KOI,5,BBL,13,opponent win,Bind,opponent pick
53574,119284,BBL,13,KOI,5,team win,Bind,opponent pick
53575,119285,NAVI,13,TL,11,team win,Fracture,team pick
53575,119285,TL,11,NAVI,13,opponent win,Fracture,opponent pick
53575,119286,NAVI,13,TL,11,team win,Bind,opponent pick
53575,119286,TL,11,NAVI,13,opponent win,Bind,team pick
53576,119288,GIA,9,TH,13,opponent win,Pearl,team pick
53576,119288,TH,13,GIA,9,team win,Pearl,opponent pick
53576,119289,GIA,14,TH,16,opponent win,Lotus,opponent pick
53576,119289,TH,16,GIA,14,team win,Lotus,team pick
53563,119249,KOI,4,FNC,13,opponent win,Lotus,opponent pick
53563,119249,FNC,13,KOI,4,team win,Lotus,team pick
53563,119250,KOI,9,FNC,13,opponent win,Ascent,team pick
53563,119250,FNC,13,KOI,9,team win,Ascent,opponent pick
53577,119291,GIA,13,VIT,6,team win,Lotus,team pick
53577,119291,VIT,6,GIA,13,opponent win,Lotus,opponent pick
53577,119292,GIA,10,VIT,13,opponent win,Split,opponent pick
53577,119292,VIT,13,GIA,10,team win,Split,team pick
53577,119293,GIA,13,VIT,10,team win,Ascent,opponent pick
53577,119293,VIT,10,GIA,13,opponent win,Ascent,opponent pick
53578,119294,FUT,9,NAVI,13,opponent win,Lotus,team pick
53578,119294,NAVI,13,FUT,9,team win,Lotus,opponent pick
53578,119295,FUT,11,NAVI,13,opponent win,Pearl,opponent pick
53578,119295,NAVI,13,FUT,11,team win,Pearl,team pick
53579,119297,KC,2,FNC,13,opponent win,Haven,opponent pick
53579,119297,FNC,13,KC,2,team win,Haven,team pick
53579,119298,KC,10,FNC,13,opponent win,Lotus,team pick
53579,119298,FNC,13,KC,10,team win,Lotus,opponent pick
53580,119300,BBL,11,TL,13,opponent win,Split,opponent pick
53580,119300,TL,13,BBL,11,team win,Split,team pick
53580,119301,BBL,13,TL,7,team win,Ascent,team pick
53580,119301,TL,7,BBL,13,opponent win,Ascent,opponent pick
53580,119302,BBL,7,TL,13,opponent win,Bind,opponent pick
53580,119302,TL,13,BBL,7,team win,Bind,opponent pick
53581,119303,KOI,13,TH,7,team win,Fracture,team pick
53581,119303,TH,7,KOI,13,opponent win,Fracture,opponent pick
53581,119304,KOI,9,TH,13,opponent win,Lotus,opponent pick
53581,119304,TH,13,KOI,9,team win,Lotus,team pick
53581,119305,KOI,13,TH,11,team win,Ascent,opponent pick
53581,119305,TH,11,KOI,13,opponent win,Ascent,opponent pick
53582,119306,FNC,13,NAVI,9,team win,Lotus,team pick
53582,119306,NAVI,9,FNC,13,opponent win,Lotus,opponent pick
53582,119307,FNC,13,NAVI,8,team win,Split,opponent pick
53582,119307,NAVI,8,FNC,13,opponent win,Split,team pick
53583,119309,TH,10,VIT,13,opponent win,Haven,opponent pick
53583,119309,VIT,13,TH,10,team win,Haven,team pick
53583,119310,TH,13,VIT,15,opponent win,Lotus,team pick
53583,119310,VIT,15,TH,13,team win,Lotus,opponent pick
53584,119312,KC,14,GIA,16,opponent win,Lotus,team pick
53584,119312,GIA,16,KC,14,team win,Lotus,opponent pick
53584,119313,KC,5,GIA,13,opponent win,Ascent,opponent pick
53584,119313,GIA,13,KC,5,team win,Ascent,team pick
53585,119315,KOI,7,TL,13,opponent win,Fracture,opponent pick
53585,119315,TL,13,KOI,7,team win,Fracture,team pick
53585,119316,KOI,13,TL,11,team win,Split,team pick
53585,119316,TL,11,KOI,13,opponent win,Split,opponent pick
53585,119317,KOI,8,TL,13,opponent win,Lotus,opponent pick
53585,119317,TL,13,KOI,8,team win,Lotus,opponent pick
53586,119318,BBL,5,FUT,13,opponent win,Pearl,opponent pick
53586,119318,FUT,13,BBL,5,team win,Pearl,team pick
53586,119319,BBL,7,FUT,13,opponent win,Haven,team pick
53586,119319,FUT,13,BBL,7,team win,Haven,opponent pick
58518,130941,GIA,5,FUT,13,opponent win,Haven,opponent pick
58518,130941,FUT,13,GIA,5,team win,Haven,team pick
58518,130942,GIA,12,FUT,14,opponent win,Ascent,team pick
58518,130942,FUT,14,GIA,12,team win,Ascent,opponent pick
58519,130944,TL,6,VIT,13,opponent win,Lotus,opponent pick
58519,130944,VIT,13,TL,6,team win,Lotus,team pick
58519,130945,TL,13,VIT,11,team win,Bind,team pick
58519,130945,VIT,11,TL,13,opponent win,Bind,opponent pick
58519,130946,TL,13,VIT,11,team win,Ascent,opponent pick
58519,130946,VIT,11,TL,13,opponent win,Ascent,opponent pick
58520,130947,FNC,9,FUT,13,opponent win,Bind,team pick
58520,130947,FUT,13,FNC,9,team win,Bind,opponent pick
58520,130948,FNC,13,FUT,2,team win,Split,opponent pick
58520,130948,FUT,2,FNC,13,opponent win,Split,team pick
58520,130949,FNC,13,FUT,1,team win,Lotus,opponent pick
58520,130949,FUT,1,FNC,13,opponent win,Lotus,opponent pick
58521,130950,NAVI,11,TL,13,opponent win,Bind,opponent pick
58521,130950,TL,13,NAVI,11,team win,Bind,team pick
58521,130951,NAVI,10,TL,13,opponent win,Split,team pick
58521,130951,TL,13,NAVI,10,team win,Split,opponent pick
58525,130962,FUT,13,VIT,9,team win,Split,opponent pick
58525,130962,VIT,9,FUT,13,opponent win,Split,team pick
58525,130963,FUT,9,VIT,13,opponent win,Haven,team pick
58525,130963,VIT,13,FUT,9,team win,Haven,opponent pick
58525,130964,FUT,13,VIT,6,team win,Lotus,opponent pick
58525,130964,VIT,6,FUT,13,opponent win,Lotus,opponent pick
58524,130959,NAVI,13,GIA,9,team win,Pearl,team pick
58524,130959,GIA,9,NAVI,13,opponent win,Pearl,opponent pick
58524,130960,NAVI,13,GIA,9,team win,Ascent,opponent pick
58524,130960,GIA,9,NAVI,13,opponent win,Ascent,team pick
58522,130953,FNC,14,TL,12,team win,Lotus,team pick
58522,130953,TL,12,FNC,14,opponent win,Lotus,opponent pick
58522,130954,FNC,13,TL,6,team win,Bind,opponent pick
58522,130954,TL,6,FNC,13,opponent win,Bind,team pick
58526,130965,NAVI,8,FUT,13,opponent win,Lotus,opponent pick
58526,130965,FUT,13,NAVI,8,team win,Lotus,team pick
58526,130966,NAVI,7,FUT,13,opponent win,Fracture,team pick
58526,130966,FUT,13,NAVI,7,team win,Fracture,opponent pick
58527,130968,TL,13,FUT,5,team win,Ascent,team pick
58527,130968,FUT,5,TL,13,opponent win,Ascent,opponent pick
58527,130969,TL,17,FUT,15,team win,Lotus,opponent pick
58527,130969,FUT,15,TL,17,opponent win,Lotus,team pick
58527,130970,TL,13,FUT,5,team win,Split,team pick
58527,130970,FUT,5,TL,13,opponent win,Split,opponent pick
58523,130956,FNC,13,TL,11,team win,Lotus,team pick
58523,130956,TL,11,FNC,13,opponent win,Lotus,opponent pick
58523,130957,FNC,12,TL,14,opponent win,Ascent,opponent pick
58523,130957,TL,14,FNC,12,team win,Ascent,team pick
58523,130958,FNC,6,TL,13,opponent win,Haven,team pick
58523,130958,TL,13,FNC,6,team win,Haven,opponent pick
58523,131673,FNC,11,TL,13,opponent win,Fracture,opponent pick
58523,131673,TL,13,FNC,11,team win,Fracture,team pick
53445,118923,SEN,13,100T,11,team win,Fracture,team pick
53445,118923,100T,11,SEN,13,opponent win,Fracture,opponent pick
53445,118924,SEN,12,100T,14,opponent win,Split,opponent pick
53445,118924,100T,14,SEN,12,team win,Split,team pick
53445,118925,SEN,14,100T,12,team win,Ascent,opponent pick
53445,118925,100T,12,SEN,14,opponent win,Ascent,opponent pick
53446,118926,KRÜ,11,FUR,13,opponent win,Split,team pick
53446,118926,FUR,13,KRÜ,11,team win,Split,opponent pick
53446,118927,KRÜ,5,FUR,13,opponent win,Ascent,opponent pick
53446,118927,FUR,13,KRÜ,5,team win,Ascent,team pick
53447,118929,LOUD,13,MIBR,5,team win,Split,team pick
53447,118929,MIBR,5,LOUD,13,opponent win,Split,opponent pick
53447,118930,LOUD,11,MIBR,13,opponent win,Lotus,opponent pick
53447,118930,MIBR,13,LOUD,11,team win,Lotus,team pick
53447,118931,LOUD,13,MIBR,11,team win,Haven,opponent pick
53447,118931,MIBR,11,LOUD,13,opponent win,Haven,opponent pick
53448,118932,EG,11,C9,13,opponent win,Pearl,team pick
53448,118932,C9,13,EG,11,team win,Pearl,opponent pick
53448,118933,EG,9,C9,13,opponent win,Fracture,opponent pick
53448,118933,C9,13,EG,9,team win,Fracture,team pick
53449,118935,LEV,13,NRG,11,team win,Pearl,team pick
53449,118935,NRG,11,LEV,13,opponent win,Pearl,opponent pick
53449,118936,LEV,13,NRG,4,team win,Lotus,opponent pick
53449,118936,NRG,4,LEV,13,opponent win,Lotus,team pick
53450,118938,C9,13,LOUD,7,team win,Split,team pick
53450,118938,LOUD,7,C9,13,opponent win,Split,opponent pick
53450,118939,C9,8,LOUD,13,opponent win,Ascent,opponent pick
53450,118939,LOUD,13,C9,8,team win,Ascent,team pick
53450,118940,C9,7,LOUD,13,opponent win,Pearl,opponent pick
53450,118940,LOUD,13,C9,7,team win,Pearl,opponent pick
53451,118941,LEV,13,FUR,11,team win,Pearl,team pick
53451,118941,FUR,11,LEV,13,opponent win,Pearl,opponent pick
53451,118942,LEV,5,FUR,13,opponent win,Icebox,opponent pick
53451,118942,FUR,13,LEV,5,team win,Icebox,team pick
53451,118943,LEV,10,FUR,13,opponent win,Ascent,opponent pick
53451,118943,FUR,13,LEV,10,team win,Ascent,opponent pick
53452,118944,NRG,13,SEN,10,team win,Lotus,opponent pick
53452,118944,SEN,10,NRG,13,opponent win,Lotus,team pick
53452,118945,NRG,13,SEN,2,team win,Icebox,team pick
53452,118945,SEN,2,NRG,13,opponent win,Icebox,opponent pick
53453,118947,MIBR,9,KRÜ,13,opponent win,Ascent,opponent pick
53453,118947,KRÜ,13,MIBR,9,team win,Ascent,team pick
53453,118948,MIBR,13,KRÜ,11,team win,Lotus,team pick
53453,118948,KRÜ,11,MIBR,13,opponent win,Lotus,opponent pick
53453,118949,MIBR,14,KRÜ,12,team win,Pearl,opponent pick
53453,118949,KRÜ,12,MIBR,14,opponent win,Pearl,opponent pick
53454,118950,EG,9,100T,13,opponent win,Haven,team pick
53454,118950,100T,13,EG,9,team win,Haven,opponent pick
53454,118951,EG,5,100T,13,opponent win,Icebox,opponent pick
53454,118951,100T,13,EG,5,team win,Icebox,team pick
53455,118953,C9,13,100T,7,team win,Lotus,team pick
53455,118953,100T,7,C9,13,opponent win,Lotus,opponent pick
53455,118954,C9,14,100T,12,team win,Ascent,opponent pick
53455,118954,100T,12,C9,14,opponent win,Ascent,team pick
53456,118956,NRG,10,MIBR,13,opponent win,Icebox,team pick
53456,118956,MIBR,13,NRG,10,team win,Icebox,opponent pick
53456,118957,NRG,16,MIBR,14,team win,Pearl,opponent pick
53456,118957,MIBR,14,NRG,16,opponent win,Pearl,team pick
53456,118958,NRG,14,MIBR,16,opponent win,Split,opponent pick
53456,118958,MIBR,16,NRG,14,team win,Split,opponent pick
53457,118959,LEV,14,SEN,12,team win,Split,opponent pick
53457,118959,SEN,12,LEV,14,opponent win,Split,team pick
53457,118960,LEV,11,SEN,13,opponent win,Ascent,team pick
53457,118960,SEN,13,LEV,11,team win,Ascent,opponent pick
53457,118961,LEV,13,SEN,4,team win,Pearl,opponent pick
53457,118961,SEN,4,LEV,13,opponent win,Pearl,opponent pick
53458,118962,EG,13,KRÜ,11,team win,Pearl,team pick
53458,118962,KRÜ,11,EG,13,opponent win,Pearl,opponent pick
53458,118963,EG,11,KRÜ,13,opponent win,Ascent,opponent pick
53458,118963,KRÜ,13,EG,11,team win,Ascent,team pick
53458,118964,EG,13,KRÜ,7,team win,Fracture,opponent pick
53458,118964,KRÜ,7,EG,13,opponent win,Fracture,opponent pick
53459,118965,LOUD,13,FUR,9,team win,Split,team pick
53459,118965,FUR,9,LOUD,13,opponent win,Split,opponent pick
53459,118966,LOUD,13,FUR,4,team win,Icebox,opponent pick
53459,118966,FUR,4,LOUD,13,opponent win,Icebox,team pick
53460,118968,LOUD,6,SEN,13,opponent win,Pearl,team pick
53460,118968,SEN,13,LOUD,6,team win,Pearl,opponent pick
53460,118969,LOUD,13,SEN,11,team win,Haven,opponent pick
53460,118969,SEN,11,LOUD,13,opponent win,Haven,team pick
53460,118970,LOUD,13,SEN,8,team win,Ascent,opponent pick
53460,118970,SEN,8,LOUD,13,opponent win,Ascent,opponent pick
53461,118971,LEV,13,MIBR,4,team win,Pearl,team pick
53461,118971,MIBR,4,LEV,13,opponent win,Pearl,opponent pick
53461,118972,LEV,13,MIBR,3,team win,Icebox,opponent pick
53461,118972,MIBR,3,LEV,13,opponent win,Icebox,team pick
53462,118974,KRÜ,13,100T,4,team win,Ascent,team pick
53462,118974,100T,4,KRÜ,13,opponent win,Ascent,opponent pick
53462,118975,KRÜ,11,100T,13,opponent win,Split,opponent pick
53462,118975,100T,13,KRÜ,11,team win,Split,team pick
53462,118976,KRÜ,5,100T,13,opponent win,Fracture,opponent pick
53462,118976,100T,13,KRÜ,5,team win,Fracture,opponent pick
53463,118977,EG,13,FUR,15,opponent win,Ascent,opponent pick
53463,118977,FUR,15,EG,13,team win,Ascent,team pick
53463,118978,EG,13,FUR,7,team win,Fracture,team pick
53463,118978,FUR,7,EG,13,opponent win,Fracture,opponent pick
53463,118979,EG,10,FUR,13,opponent win,Haven,opponent pick
53463,118979,FUR,13,EG,10,team win,Haven,opponent pick
53464,118980,NRG,13,C9,8,team win,Haven,opponent pick
53464,118980,C9,8,NRG,13,opponent win,Haven,team pick
53464,118981,NRG,9,C9,13,opponent win,Pearl,team pick
53464,118981,C9,13,NRG,9,team win,Pearl,opponent pick
53464,118982,NRG,7,C9,13,opponent win,Ascent,opponent pick
53464,118982,C9,13,NRG,7,team win,Ascent,opponent pick
53465,118983,MIBR,5,SEN,13,opponent win,Pearl,opponent pick
53465,118983,SEN,13,MIBR,5,team win,Pearl,team pick
53465,118984,MIBR,6,SEN,13,opponent win,Fracture,team pick
53465,118984,SEN,13,MIBR,6,team win,Fracture,opponent pick
53466,118986,LEV,15,100T,13,team win,Icebox,opponent pick
53466,118986,100T,13,LEV,15,opponent win,Icebox,team pick
53466,118987,LEV,11,100T,13,opponent win,Haven,team pick
53466,118987,100T,13,LEV,11,team win,Haven,opponent pick
53466,118988,LEV,11,100T,13,opponent win,Lotus,opponent pick
53466,118988,100T,13,LEV,11,team win,Lotus,opponent pick
53467,118989,EG,13,LOUD,3,team win,Split,opponent pick
53467,118989,LOUD,3,EG,13,opponent win,Split,team pick
53467,118990,EG,10,LOUD,13,opponent win,Haven,team pick
53467,118990,LOUD,13,EG,10,team win,Haven,opponent pick
53467,118991,EG,0,LOUD,13,opponent win,Pearl,opponent pick
53467,118991,LOUD,13,EG,0,team win,Pearl,opponent pick
53468,118992,C9,13,FUR,8,team win,Ascent,opponent pick
53468,118992,FUR,8,C9,13,opponent win,Ascent,team pick
53468,118993,C9,13,FUR,9,team win,Fracture,team pick
53468,118993,FUR,9,C9,13,opponent win,Fracture,opponent pick
53469,118995,NRG,13,KRÜ,10,team win,Haven,team pick
53469,118995,KRÜ,10,NRG,13,opponent win,Haven,opponent pick
53469,118996,NRG,13,KRÜ,4,team win,Ascent,opponent pick
53469,118996,KRÜ,4,NRG,13,opponent win,Ascent,team pick
53470,118998,NRG,13,100T,7,team win,Bind,team pick
53470,118998,100T,7,NRG,13,opponent win,Bind,opponent pick
53470,118999,NRG,13,100T,3,team win,Fracture,opponent pick
53470,118999,100T,3,NRG,13,opponent win,Fracture,team pick
53471,119001,MIBR,11,FUR,13,opponent win,Pearl,opponent pick
53471,119001,FUR,13,MIBR,11,team win,Pearl,team pick
53471,119002,MIBR,7,FUR,13,opponent win,Split,team pick
53471,119002,FUR,13,MIBR,7,team win,Split,opponent pick
53472,119004,C9,13,SEN,4,team win,Lotus,opponent pick
53472,119004,SEN,4,C9,13,opponent win,Lotus,team pick
53472,119005,C9,13,SEN,6,team win,Fracture,team pick
53472,119005,SEN,6,C9,13,opponent win,Fracture,opponent pick
53473,119007,LEV,10,EG,13,opponent win,Split,opponent pick
53473,119007,EG,13,LEV,10,team win,Split,team pick
53473,119008,LEV,13,EG,10,team win,Pearl,team pick
53473,119008,EG,10,LEV,13,opponent win,Pearl,opponent pick
53473,119009,LEV,10,EG,13,opponent win,Ascent,opponent pick
53473,119009,EG,13,LEV,10,team win,Ascent,opponent pick
53474,119010,LOUD,10,KRÜ,13,opponent win,Pearl,team pick
53474,119010,KRÜ,13,LOUD,10,team win,Pearl,opponent pick
53474,119011,LOUD,13,KRÜ,11,team win,Ascent,opponent pick
53474,119011,KRÜ,11,LOUD,13,opponent win,Ascent,team pick
53474,119012,LOUD,13,KRÜ,10,team win,Split,opponent pick
53474,119012,KRÜ,10,LOUD,13,opponent win,Split,opponent pick
53475,119013,EG,13,SEN,6,team win,Fracture,team pick
53475,119013,SEN,6,EG,13,opponent win,Fracture,opponent pick
53475,119014,EG,13,SEN,5,team win,Pearl,opponent pick
53475,119014,SEN,5,EG,13,opponent win,Pearl,team pick
53476,119016,C9,13,MIBR,5,team win,Split,team pick
53476,119016,MIBR,5,C9,13,opponent win,Split,opponent pick
53476,119017,C9,13,MIBR,4,team win,Lotus,opponent pick
53476,119017,MIBR,4,C9,13,opponent win,Lotus,team pick
53477,119019,LOUD,13,100T,5,team win,Ascent,team pick
53477,119019,100T,5,LOUD,13,opponent win,Ascent,opponent pick
53477,119020,LOUD,15,100T,13,team win,Split,opponent pick
53477,119020,100T,13,LOUD,15,opponent win,Split,team pick
53478,119022,LEV,13,KRÜ,4,team win,Haven,team pick
53478,119022,KRÜ,4,LEV,13,opponent win,Haven,opponent pick
53478,119023,LEV,13,KRÜ,4,team win,Split,opponent pick
53478,119023,KRÜ,4,LEV,13,opponent win,Split,team pick
53479,119025,NRG,13,FUR,11,team win,Bind,team pick
53479,119025,FUR,11,NRG,13,opponent win,Bind,opponent pick
53479,119026,NRG,11,FUR,13,opponent win,Haven,opponent pick
53479,119026,FUR,13,NRG,11,team win,Haven,team pick
53479,119027,NRG,13,FUR,6,team win,Pearl,opponent pick
53479,119027,FUR,6,NRG,13,opponent win,Pearl,opponent pick
53480,119028,FUR,13,100T,10,team win,Pearl,team pick
53480,119028,100T,10,FUR,13,opponent win,Pearl,opponent pick
53480,119029,FUR,7,100T,13,opponent win,Fracture,opponent pick
53480,119029,100T,13,FUR,7,team win,Fracture,team pick
53480,119030,FUR,11,100T,13,opponent win,Haven,opponent pick
53480,119030,100T,13,FUR,11,team win,Haven,opponent pick
53481,119031,EG,13,MIBR,2,team win,Lotus,opponent pick
53481,119031,MIBR,2,EG,13,opponent win,Lotus,team pick
53481,119032,EG,13,MIBR,5,team win,Fracture,team pick
53481,119032,MIBR,5,EG,13,opponent win,Fracture,opponent pick
53482,119034,KRÜ,12,SEN,14,opponent win,Lotus,opponent pick
53482,119034,SEN,14,KRÜ,12,team win,Lotus,team pick
53482,119035,KRÜ,10,SEN,13,opponent win,Bind,team pick
53482,119035,SEN,13,KRÜ,10,team win,Bind,opponent pick
53483,119037,NRG,13,LOUD,5,team win,Split,opponent pick
53483,119037,LOUD,5,NRG,13,opponent win,Split,team pick
53483,119038,NRG,13,LOUD,9,team win,Pearl,team pick
53483,119038,LOUD,9,NRG,13,opponent win,Pearl,opponent pick
53484,119040,LEV,7,C9,13,opponent win,Lotus,opponent pick
53484,119040,C9,13,LEV,7,team win,Lotus,team pick
53484,119041,LEV,4,C9,13,opponent win,Haven,team pick
53484,119041,C9,13,LEV,4,team win,Haven,opponent pick
53557,119231,SEN,13,FUR,7,team win,Split,team pick
53557,119231,FUR,7,SEN,13,opponent win,Split,opponent pick
53557,119232,SEN,5,FUR,13,opponent win,Haven,opponent pick
53557,119232,FUR,13,SEN,5,team win,Haven,team pick
53557,119233,SEN,19,FUR,17,team win,Bind,opponent pick
53557,119233,FUR,17,SEN,19,opponent win,Bind,opponent pick
53558,119234,NRG,13,EG,9,team win,Bind,team pick
53558,119234,EG,9,NRG,13,opponent win,Bind,opponent pick
53558,119235,NRG,13,EG,7,team win,Split,opponent pick
53558,119235,EG,7,NRG,13,opponent win,Split,team pick
53559,119237,C9,15,KRÜ,13,team win,Lotus,team pick
53559,119237,KRÜ,13,C9,15,opponent win,Lotus,opponent pick
53559,119238,C9,6,KRÜ,13,opponent win,Ascent,opponent pick
53559,119238,KRÜ,13,C9,6,team win,Ascent,team pick
53559,119239,C9,13,KRÜ,9,team win,Split,opponent pick
53559,119239,KRÜ,9,C9,13,opponent win,Split,opponent pick
53560,119240,LEV,7,LOUD,13,opponent win,Haven,team pick
53560,119240,LOUD,13,LEV,7,team win,Haven,opponent pick
53560,119241,LEV,5,LOUD,13,opponent win,Ascent,opponent pick
53560,119241,LOUD,13,LEV,5,team win,Ascent,team pick
53561,119243,MIBR,13,100T,6,team win,Fracture,opponent pick
53561,119243,100T,6,MIBR,13,opponent win,Fracture,team pick
53561,119244,MIBR,12,100T,14,opponent win,Pearl,team pick
53561,119244,100T,14,MIBR,12,team win,Pearl,opponent pick
53561,119245,MIBR,13,100T,7,team win,Lotus,opponent pick
53561,119245,100T,7,MIBR,13,opponent win,Lotus,opponent pick
55152,123159,LEV,5,FUR,13,opponent win,Ascent,opponent pick
55152,123159,FUR,13,LEV,5,team win,Ascent,team pick
55152,123160,LEV,20,FUR,18,team win,Pearl,team pick
55152,123160,FUR,18,LEV,20,opponent win,Pearl,opponent pick
55152,123161,LEV,6,FUR,13,opponent win,Bind,opponent pick
55152,123161,FUR,13,LEV,6,team win,Bind,opponent pick
55153,123162,NRG,13,EG,11,team win,Haven,team pick
55153,123162,EG,11,NRG,13,opponent win,Haven,opponent pick
55153,123163,NRG,13,EG,15,opponent win,Split,opponent pick
55153,123163,EG,15,NRG,13,team win,Split,team pick
55153,123164,NRG,7,EG,13,opponent win,Ascent,opponent pick
55153,123164,EG,13,NRG,7,team win,Ascent,opponent pick
55154,123165,LOUD,13,FUR,4,team win,Haven,opponent pick
55154,123165,FUR,4,LOUD,13,opponent win,Haven,team pick
55154,123166,LOUD,13,FUR,5,team win,Ascent,team pick
55154,123166,FUR,5,LOUD,13,opponent win,Ascent,opponent pick
55155,123168,C9,5,EG,13,opponent win,Fracture,opponent pick
55155,123168,EG,13,C9,5,team win,Fracture,team pick
55155,123169,C9,2,EG,13,opponent win,Bind,team pick
55155,123169,EG,13,C9,2,team win,Bind,opponent pick
55159,123182,FUR,9,NRG,13,opponent win,Bind,opponent pick
55159,123182,NRG,13,FUR,9,team win,Bind,team pick
55159,123183,FUR,10,NRG,13,opponent win,Haven,team pick
55159,123183,NRG,13,FUR,10,team win,Haven,opponent pick
55158,123179,C9,13,LEV,8,team win,Haven,opponent pick
55158,123179,LEV,8,C9,13,opponent win,Haven,team pick
55158,123180,C9,10,LEV,13,opponent win,Lotus,team pick
55158,123180,LEV,13,C9,10,team win,Lotus,opponent pick
55158,123181,C9,13,LEV,4,team win,Ascent,opponent pick
55158,123181,LEV,4,C9,13,opponent win,Ascent,opponent pick
55156,123171,LOUD,13,EG,9,team win,Fracture,opponent pick
55156,123171,EG,9,LOUD,13,opponent win,Fracture,team pick
55156,123172,LOUD,11,EG,13,opponent win,Ascent,team pick
55156,123172,EG,13,LOUD,11,team win,Ascent,opponent pick
55156,123173,LOUD,13,EG,3,team win,Bind,opponent pick
55156,123173,EG,3,LOUD,13,opponent win,Bind,opponent pick
55160,123185,C9,13,NRG,10,team win,Pearl,opponent pick
55160,123185,NRG,10,C9,13,opponent win,Pearl,team pick
55160,123186,C9,9,NRG,13,opponent win,Lotus,team pick
55160,123186,NRG,13,C9,9,team win,Lotus,opponent pick
55160,123187,C9,12,NRG,14,opponent win,Haven,opponent pick
55160,123187,NRG,14,C9,12,team win,Haven,opponent pick
55161,123188,EG,13,NRG,11,team win,Haven,opponent pick
55161,123188,NRG,11,EG,13,opponent win,Haven,team pick
55161,123189,EG,8,NRG,13,opponent win,Ascent,team pick
55161,123189,NRG,13,EG,8,team win,Ascent,opponent pick
55161,123190,EG,10,NRG,13,opponent win,Lotus,opponent pick
55161,123190,NRG,13,EG,10,team win,Lotus,team pick
55161,123191,EG,4,NRG,13,opponent win,Split,team pick
55161,123191,NRG,13,EG,4,team win,Split,opponent pick
55157,123174,LOUD,13,NRG,9,team win,Ascent,team pick
55157,123174,NRG,9,LOUD,13,opponent win,Ascent,opponent pick
55157,123175,LOUD,13,NRG,11,team win,Bind,opponent pick
55157,123175,NRG,11,LOUD,13,opponent win,Bind,team pick
55157,123176,LOUD,13,NRG,11,team win,Fracture,team pick
55157,123176,NRG,11,LOUD,13,opponent win,Fracture,opponent pick
59226,132557,FUT,5,EG,13,opponent win,Split,opponent pick
59226,132557,EG,13,FUT,5,team win,Split,team pick
59226,132558,FUT,12,EG,14,opponent win,Lotus,team pick
59226,132558,EG,14,FUT,12,team win,Lotus,opponent pick
59225,132554,DRX,13,ASE,10,team win,Fracture,opponent pick
59225,132554,ASE,10,DRX,13,opponent win,Fracture,team pick
59225,132555,DRX,13,ASE,7,team win,Pearl,team pick
59225,132555,ASE,7,DRX,13,opponent win,Pearl,opponent pick
59221,132542,EDG,10,T1,13,opponent win,Fracture,opponent pick
59221,132542,T1,13,EDG,10,team win,Fracture,team pick
59221,132543,EDG,13,T1,7,team win,Haven,team pick
59221,132543,T1,7,EDG,13,opponent win,Haven,opponent pick
59221,132544,EDG,12,T1,14,opponent win,Pearl,opponent pick
59221,132544,T1,14,EDG,12,team win,Pearl,opponent pick
59220,132539,NRG,13,NAVI,8,team win,Ascent,opponent pick
59220,132539,NAVI,8,NRG,13,opponent win,Ascent,team pick
59220,132540,NRG,12,NAVI,14,opponent win,Lotus,team pick
59220,132540,NAVI,14,NRG,12,team win,Lotus,opponent pick
59220,132541,NRG,13,NAVI,6,team win,Split,opponent pick
59220,132541,NAVI,6,NRG,13,opponent win,Split,opponent pick
59227,132560,DRX,5,EG,13,opponent win,Fracture,opponent pick
