match_id,game_id,team,score_team,opponent,score_opp,win_lose,map,map_pick
59227,132560,EG,13,DRX,5,team win,Fracture,team pick
59227,132561,DRX,9,EG,13,opponent win,Ascent,team pick
59227,132561,EG,13,DRX,9,team win,Ascent,opponent pick
59222,132545,NRG,11,T1,13,opponent win,Lotus,opponent pick
59222,132545,T1,13,NRG,11,team win,Lotus,team pick
59222,132546,NRG,13,T1,7,team win,Bind,team pick
59222,132546,T1,7,NRG,13,opponent win,Bind,opponent pick
59222,132547,NRG,13,T1,11,team win,Pearl,opponent pick
59222,132547,T1,11,NRG,13,opponent win,Pearl,opponent pick
59228,132563,ASE,13,FUT,8,team win,Haven,opponent pick
59228,132563,FUT,8,ASE,13,opponent win,Haven,team pick
59228,132564,ASE,5,FUT,13,opponent win,Ascent,team pick
59228,132564,FUT,13,ASE,5,team win,Ascent,opponent pick
59228,132565,ASE,6,FUT,13,opponent win,Lotus,opponent pick
59228,132565,FUT,13,ASE,6,team win,Lotus,opponent pick
59223,132548,NAVI,15,EDG,17,opponent win,Pearl,team pick
59223,132548,EDG,17,NAVI,15,team win,Pearl,opponent pick
59223,132549,NAVI,12,EDG,14,opponent win,Bind,opponent pick
59223,132549,EDG,14,NAVI,12,team win,Bind,team pick
59229,132566,DRX,9,FUT,13,opponent win,Bind,opponent pick
59229,132566,FUT,13,DRX,9,team win,Bind,team pick
59229,132567,DRX,13,FUT,8,team win,Fracture,team pick
59229,132567,FUT,8,DRX,13,opponent win,Fracture,opponent pick
59229,132568,DRX,13,FUT,4,team win,Haven,opponent pick
59229,132568,FUT,4,DRX,13,opponent win,Haven,opponent pick
59224,132551,T1,4,EDG,13,opponent win,Fracture,team pick
59224,132551,EDG,13,T1,4,team win,Fracture,opponent pick
59224,132552,T1,6,EDG,13,opponent win,Haven,opponent pick
59224,132552,EDG,13,T1,6,team win,Haven,team pick
59274,132701,LOUD,7,EG,13,opponent win,Fracture,opponent pick
59274,132701,EG,13,LOUD,7,team win,Fracture,team pick
59274,132702,LOUD,5,EG,13,opponent win,Ascent,team pick
59274,132702,EG,13,LOUD,5,team win,Ascent,opponent pick
59273,132698,TL,13,EDG,9,team win,Haven,opponent pick
59273,132698,EDG,9,TL,13,opponent win,Haven,team pick
59273,132699,TL,8,EDG,13,opponent win,Split,team pick
59273,132699,EDG,13,TL,8,team win,Split,opponent pick
59273,132700,TL,13,EDG,11,team win,Lotus,opponent pick
59273,132700,EDG,11,TL,13,opponent win,Lotus,opponent pick
59272,132695,FNC,13,NRG,9,team win,Fracture,team pick
59272,132695,NRG,9,FNC,13,opponent win,Fracture,opponent pick
59272,132696,FNC,13,NRG,4,team win,Bind,opponent pick
59272,132696,NRG,4,FNC,13,opponent win,Bind,team pick
59271,132692,PRX,13,DRX,10,team win,Split,opponent pick
59271,132692,DRX,10,PRX,13,opponent win,Split,team pick
59271,132693,PRX,13,DRX,10,team win,Bind,team pick
59271,132693,DRX,10,PRX,13,opponent win,Bind,opponent pick
59280,132721,EDG,13,LOUD,6,team win,Lotus,opponent pick
59280,132721,LOUD,6,EDG,13,opponent win,Lotus,team pick
59280,132722,EDG,13,LOUD,10,team win,Fracture,team pick
59280,132722,LOUD,10,EDG,13,opponent win,Fracture,opponent pick
59279,132718,DRX,11,NRG,13,opponent win,Pearl,team pick
59279,132718,NRG,13,DRX,11,team win,Pearl,opponent pick
59279,132719,DRX,5,NRG,13,opponent win,Haven,opponent pick
59279,132719,NRG,13,DRX,5,team win,Haven,team pick
59276,132707,TL,2,EG,13,opponent win,Fracture,opponent pick
59276,132707,EG,13,TL,2,team win,Fracture,team pick
59276,132708,TL,9,EG,13,opponent win,Haven,team pick
59276,132708,EG,13,TL,9,team win,Haven,opponent pick
59275,132704,PRX,5,FNC,13,opponent win,Lotus,opponent pick
59275,132704,FNC,13,PRX,5,team win,Lotus,team pick
59275,132705,PRX,7,FNC,13,opponent win,Bind,team pick
59275,132705,FNC,13,PRX,7,team win,Bind,opponent pick
59281,132724,TL,12,NRG,14,opponent win,Haven,opponent pick
59281,132724,NRG,14,TL,12,team win,Haven,team pick
59281,132725,TL,13,NRG,8,team win,Ascent,team pick
59281,132725,NRG,8,TL,13,opponent win,Ascent,opponent pick
59281,132726,TL,5,NRG,13,opponent win,Split,opponent pick
59281,132726,NRG,13,TL,5,team win,Split,opponent pick
59282,132727,PRX,14,EDG,12,team win,Fracture,opponent pick
59282,132727,EDG,12,PRX,14,opponent win,Fracture,team pick
59282,132728,PRX,9,EDG,13,opponent win,Split,team pick
59282,132728,EDG,13,PRX,9,team win,Split,opponent pick
59282,132729,PRX,13,EDG,8,team win,Lotus,opponent pick
59282,132729,EDG,8,PRX,13,opponent win,Lotus,opponent pick
59277,132710,FNC,13,EG,3,team win,Lotus,team pick
59277,132710,EG,3,FNC,13,opponent win,Lotus,opponent pick
59277,132711,FNC,9,EG,13,opponent win,Fracture,opponent pick
59277,132711,EG,13,FNC,9,team win,Fracture,team pick
59277,132712,FNC,13,EG,11,team win,Split,opponent pick
59277,132712,EG,11,FNC,13,opponent win,Split,opponent pick
59283,132730,NRG,13,PRX,15,opponent win,Pearl,team pick
59283,132730,PRX,15,NRG,13,team win,Pearl,opponent pick
59283,132731,NRG,13,PRX,6,team win,Lotus,opponent pick
59283,132731,PRX,6,NRG,13,opponent win,Lotus,team pick
59283,132732,NRG,11,PRX,13,opponent win,Bind,opponent pick
59283,132732,PRX,13,NRG,11,team win,Bind,opponent pick
59284,132733,EG,13,PRX,7,team win,Fracture,team pick
59284,132733,PRX,7,EG,13,opponent win,Fracture,opponent pick
59284,132734,EG,12,PRX,14,opponent win,Lotus,opponent pick
59284,132734,PRX,14,EG,12,team win,Lotus,team pick
59284,132735,EG,10,PRX,13,opponent win,Split,team pick
59284,132735,PRX,13,EG,10,team win,Split,opponent pick
59284,132736,EG,13,PRX,6,team win,Pearl,opponent pick
59284,132736,PRX,6,EG,13,opponent win,Pearl,team pick
59284,132737,EG,13,PRX,8,team win,Ascent,opponent pick
59284,132737,PRX,8,EG,13,opponent win,Ascent,opponent pick
59278,132713,FNC,13,EG,8,team win,Lotus,team pick
59278,132713,EG,8,FNC,13,opponent win,Lotus,opponent pick
59278,132714,FNC,13,EG,11,team win,Split,opponent pick
59278,132714,EG,11,FNC,13,opponent win,Split,team pick
59278,132715,FNC,14,EG,12,team win,Bind,team pick
59278,132715,EG,12,FNC,14,opponent win,Bind,opponent pick
60388,135648,TLN,13,DFM,7,team win,Fracture,opponent pick
60388,135648,DFM,7,TLN,13,opponent win,Fracture,team pick
60388,135649,TLN,13,DFM,8,team win,Ascent,team pick
60388,135649,DFM,8,TLN,13,opponent win,Ascent,opponent pick
60389,135651,RRQ,13,GE,10,team win,Split,opponent pick
60389,135651,GE,10,RRQ,13,opponent win,Split,team pick
60389,135652,RRQ,13,GE,10,team win,Ascent,team pick
60389,135652,GE,10,RRQ,13,opponent win,Ascent,opponent pick
60390,135654,GEN,11,TLN,13,opponent win,Pearl,opponent pick
60390,135654,TLN,13,GEN,11,team win,Pearl,team pick
60390,135655,GEN,13,TLN,10,team win,Split,team pick
60390,135655,TLN,10,GEN,13,opponent win,Split,opponent pick
60390,135656,GEN,15,TLN,13,team win,Haven,opponent pick
60390,135656,TLN,13,GEN,15,opponent win,Haven,opponent pick
60391,135657,ZETA,2,RRQ,13,opponent win,Haven,opponent pick
60391,135657,RRQ,13,ZETA,2,team win,Haven,team pick
60391,135658,ZETA,13,RRQ,8,team win,Split,team pick
60391,135658,RRQ,8,ZETA,13,opponent win,Split,opponent pick
60391,135659,ZETA,21,RRQ,19,team win,Ascent,opponent pick
60391,135659,RRQ,19,ZETA,21,opponent win,Ascent,opponent pick
60392,135660,TS,13,GEN,6,team win,Haven,team pick
60392,135660,GEN,6,TS,13,opponent win,Haven,opponent pick
60392,135661,TS,13,GEN,8,team win,Ascent,opponent pick
60392,135661,GEN,8,TS,13,opponent win,Ascent,team pick
60393,135663,ZETA,13,TS,9,team win,Lotus,opponent pick
60393,135663,TS,9,ZETA,13,opponent win,Lotus,team pick
60393,135664,ZETA,13,TS,7,team win,Fracture,team pick
60393,135664,TS,7,ZETA,13,opponent win,Fracture,opponent pick
60394,135666,RRQ,6,GEN,13,opponent win,Haven,team pick
60394,135666,GEN,13,RRQ,6,team win,Haven,opponent pick
60394,135667,RRQ,13,GEN,2,team win,Lotus,opponent pick
60394,135667,GEN,2,RRQ,13,opponent win,Lotus,team pick
60394,135668,RRQ,7,GEN,13,opponent win,Ascent,opponent pick
60394,135668,GEN,13,RRQ,7,team win,Ascent,opponent pick
60395,135669,TS,10,GEN,13,opponent win,Haven,team pick
60395,135669,GEN,13,TS,10,team win,Haven,opponent pick
60395,135670,TS,13,GEN,11,team win,Pearl,opponent pick
60395,135670,GEN,11,TS,13,opponent win,Pearl,team pick
60395,135671,TS,13,GEN,2,team win,Ascent,team pick
60395,135671,GEN,2,TS,13,opponent win,Ascent,opponent pick
60395,135672,TS,13,GEN,6,team win,Lotus,opponent pick
60395,135672,GEN,6,TS,13,opponent win,Lotus,team pick
60396,135674,ZETA,14,TS,12,team win,Fracture,team pick
60396,135674,TS,12,ZETA,14,opponent win,Fracture,opponent pick
60396,135675,ZETA,9,TS,13,opponent win,Ascent,opponent pick
60396,135675,TS,13,ZETA,9,team win,Ascent,team pick
60396,135676,ZETA,13,TS,7,team win,Split,team pick
60396,135676,TS,7,ZETA,13,opponent win,Split,opponent pick
60396,135677,ZETA,13,TS,6,team win,Lotus,opponent pick
60396,135677,TS,6,ZETA,13,opponent win,Lotus,team pick
60192,135070,TH,8,KOI,13,opponent win,Fracture,opponent pick
60192,135070,KOI,13,TH,8,team win,Fracture,team pick
60192,135071,TH,13,KOI,10,team win,Pearl,team pick
60192,135071,KOI,10,TH,13,opponent win,Pearl,opponent pick
60192,135072,TH,6,KOI,13,opponent win,Haven,opponent pick
60192,135072,KOI,13,TH,6,team win,Haven,opponent pick
60193,135073,BBL,14,KC,12,team win,Haven,team pick
60193,135073,KC,12,BBL,14,opponent win,Haven,opponent pick
60193,135074,BBL,9,KC,13,opponent win,Lotus,opponent pick
60193,135074,KC,13,BBL,9,team win,Lotus,team pick
60193,135075,BBL,12,KC,14,opponent win,Bind,opponent pick
60193,135075,KC,14,BBL,12,team win,Bind,opponent pick
60194,135076,NAVI,6,KOI,13,opponent win,Split,opponent pick
60194,135076,KOI,13,NAVI,6,team win,Split,team pick
60194,135077,NAVI,3,KOI,13,opponent win,Lotus,team pick
60194,135077,KOI,13,NAVI,3,team win,Lotus,opponent pick
60195,135079,GIA,13,KC,11,team win,Pearl,opponent pick
60195,135079,KC,11,GIA,13,opponent win,Pearl,team pick
60195,135080,GIA,13,KC,5,team win,Split,team pick
60195,135080,KC,5,GIA,13,opponent win,Split,opponent pick
60196,135082,KOI,12,GIA,14,opponent win,Haven,team pick
60196,135082,GIA,14,KOI,12,team win,Haven,opponent pick
60196,135083,KOI,5,GIA,13,opponent win,Pearl,opponent pick
60196,135083,GIA,13,KOI,5,team win,Pearl,team pick
60200,135096,NAVI,13,KC,6,team win,Lotus,opponent pick
60200,135096,KC,6,NAVI,13,opponent win,Lotus,team pick
60200,135097,NAVI,7,KC,13,opponent win,Ascent,team pick
60200,135097,KC,13,NAVI,7,team win,Ascent,opponent pick
60200,135098,NAVI,13,KC,7,team win,Pearl,opponent pick
60200,135098,KC,7,NAVI,13,opponent win,Pearl,opponent pick
60201,135099,KOI,12,NAVI,14,opponent win,Split,team pick
60201,135099,NAVI,14,KOI,12,team win,Split,opponent pick
60201,135100,KOI,10,NAVI,13,opponent win,Pearl,opponent pick
60201,135100,NAVI,13,KOI,10,team win,Pearl,team pick
60201,135101,KOI,9,NAVI,13,opponent win,Fracture,team pick
60201,135101,NAVI,13,KOI,9,team win,Fracture,opponent pick
60197,135085,GIA,13,NAVI,11,team win,Bind,team pick
60197,135085,NAVI,11,GIA,13,opponent win,Bind,opponent pick
60197,135086,GIA,13,NAVI,7,team win,Lotus,opponent pick
60197,135086,NAVI,7,GIA,13,opponent win,Lotus,team pick
60197,135087,GIA,13,NAVI,9,team win,Haven,team pick
60197,135087,NAVI,9,GIA,13,opponent win,Haven,opponent pick
59969,134548,MIBR,7,KRÜ,13,opponent win,Bind,opponent pick
59969,134548,KRÜ,13,MIBR,7,team win,Bind,team pick
59969,134549,MIBR,8,KRÜ,13,opponent win,Lotus,team pick
59969,134549,KRÜ,13,MIBR,8,team win,Lotus,opponent pick
59971,134554,FUR,14,KRÜ,12,team win,Split,opponent pick
59971,134554,KRÜ,12,FUR,14,opponent win,Split,team pick
59971,134555,FUR,4,KRÜ,13,opponent win,Ascent,team pick
59971,134555,KRÜ,13,FUR,4,team win,Ascent,opponent pick
59971,134556,FUR,11,KRÜ,13,opponent win,Bind,opponent pick
59971,134556,KRÜ,13,FUR,11,team win,Bind,opponent pick
59970,134551,SEN,12,100T,14,opponent win,Pearl,opponent pick
59970,134551,100T,14,SEN,12,team win,Pearl,team pick
59970,134552,SEN,13,100T,7,team win,Split,team pick
59970,134552,100T,7,SEN,13,opponent win,Split,opponent pick
59970,134553,SEN,13,100T,7,team win,Bind,opponent pick
59970,134553,100T,7,SEN,13,opponent win,Bind,opponent pick
59972,134557,C9,13,SEN,8,team win,Pearl,opponent pick
59972,134557,SEN,8,C9,13,opponent win,Pearl,team pick
59972,134558,C9,5,SEN,13,opponent win,Fracture,team pick
59972,134558,SEN,13,C9,5,team win,Fracture,opponent pick
59972,134559,C9,13,SEN,8,team win,Split,opponent pick
59972,134559,SEN,8,C9,13,opponent win,Split,opponent pick
59973,134560,LEV,5,KRÜ,13,opponent win,Split,opponent pick
59973,134560,KRÜ,13,LEV,5,team win,Split,team pick
59973,134561,LEV,7,KRÜ,13,opponent win,Lotus,team pick
59973,134561,KRÜ,13,LEV,7,team win,Lotus,opponent pick
59974,134563,C9,13,KRÜ,4,team win,Ascent,opponent pick
59974,134563,KRÜ,4,C9,13,opponent win,Ascent,team pick
59974,134564,C9,4,KRÜ,13,opponent win,Pearl,team pick
59974,134564,KRÜ,13,C9,4,team win,Pearl,opponent pick
59974,134565,C9,6,KRÜ,13,opponent win,Haven,opponent pick
59974,134565,KRÜ,13,C9,6,team win,Haven,opponent pick
59976,134571,SEN,8,LEV,13,opponent win,Fracture,opponent pick
59976,134571,LEV,13,SEN,8,team win,Fracture,team pick
59976,134572,SEN,4,LEV,13,opponent win,Split,team pick
59976,134572,LEV,13,SEN,4,team win,Split,opponent pick
59977,134574,C9,13,LEV,7,team win,Lotus,team pick
59977,134574,LEV,7,C9,13,opponent win,Lotus,opponent pick
59977,134575,C9,13,LEV,9,team win,Pearl,opponent pick
59977,134575,LEV,9,C9,13,opponent win,Pearl,team pick
59977,134576,C9,11,LEV,13,opponent win,Split,team pick
59977,134576,LEV,13,C9,11,team win,Split,opponent pick
59977,134577,C9,10,LEV,13,opponent win,Haven,opponent pick
59977,134577,LEV,13,C9,10,team win,Haven,team pick
59977,134578,C9,7,LEV,13,opponent win,Bind,opponent pick
59977,134578,LEV,13,C9,7,team win,Bind,opponent pick
59975,134566,KRÜ,13,LEV,5,team win,Split,team pick
59975,134566,LEV,5,KRÜ,13,opponent win,Split,opponent pick
59975,134567,KRÜ,8,LEV,13,opponent win,Pearl,opponent pick
59975,134567,LEV,13,KRÜ,8,team win,Pearl,team pick
59975,134568,KRÜ,13,LEV,6,team win,Ascent,team pick
59975,134568,LEV,6,KRÜ,13,opponent win,Ascent,opponent pick
59975,134569,KRÜ,13,LEV,10,team win,Lotus,opponent pick
59975,134569,LEV,10,KRÜ,13,opponent win,Lotus,team pick
61038,137395,TL,11,NAVI,13,opponent win,Fracture,opponent pick
61038,137395,NAVI,13,TL,11,team win,Fracture,team pick
61038,137396,TL,15,NAVI,17,opponent win,Bind,team pick
61038,137396,NAVI,17,TL,15,team win,Bind,opponent pick
61039,137398,DRX,13,LOUD,15,opponent win,Lotus,opponent pick
61039,137398,LOUD,15,DRX,13,team win,Lotus,team pick
61039,137399,DRX,13,LOUD,6,team win,Split,team pick
61039,137399,LOUD,6,DRX,13,opponent win,Split,opponent pick
61039,137400,DRX,13,LOUD,8,team win,Ascent,opponent pick
61039,137400,LOUD,8,DRX,13,opponent win,Ascent,opponent pick
61029,137368,FUT,13,T1,4,team win,Pearl,opponent pick
61029,137368,T1,4,FUT,13,opponent win,Pearl,team pick
61029,137369,FUT,13,T1,7,team win,Haven,team pick
61029,137369,T1,7,FUT,13,opponent win,Haven,opponent pick
61028,137365,EG,13,FPX,8,team win,Ascent,team pick
61028,137365,FPX,8,EG,13,opponent win,Ascent,opponent pick
61028,137366,EG,13,FPX,8,team win,Pearl,opponent pick
61028,137366,FPX,8,EG,13,opponent win,Pearl,team pick
61040,137401,NAVI,13,DRX,15,opponent win,Bind,team pick
61040,137401,DRX,15,NAVI,13,team win,Bind,opponent pick
61040,137402,NAVI,13,DRX,9,team win,Split,opponent pick
61040,137402,DRX,9,NAVI,13,opponent win,Split,team pick
61040,137403,NAVI,12,DRX,14,opponent win,Lotus,opponent pick
61040,137403,DRX,14,NAVI,12,team win,Lotus,opponent pick
61034,137383,NRG,12,BLG,14,opponent win,Lotus,opponent pick
61034,137383,BLG,14,NRG,12,team win,Lotus,team pick
61034,137384,NRG,8,BLG,13,opponent win,Split,team pick
61034,137384,BLG,13,NRG,8,team win,Split,opponent pick
61033,137380,FNC,13,ZETA,5,team win,Fracture,opponent pick
61033,137380,ZETA,5,FNC,13,opponent win,Fracture,team pick
61033,137381,FNC,13,ZETA,6,team win,Haven,team pick
61033,137381,ZETA,6,FNC,13,opponent win,Haven,opponent pick
61030,137371,EG,15,FUT,13,team win,Pearl,team pick
61030,137371,FUT,13,EG,15,opponent win,Pearl,opponent pick
61030,137372,EG,13,FUT,9,team win,Bind,opponent pick
61030,137372,FUT,9,EG,13,opponent win,Bind,team pick
61023,137350,PRX,13,KRÜ,7,team win,Split,opponent pick
61023,137350,KRÜ,7,PRX,13,opponent win,Split,team pick
61023,137351,PRX,13,KRÜ,8,team win,Pearl,team pick
61023,137351,KRÜ,8,PRX,13,opponent win,Pearl,opponent pick
61024,137353,EDG,13,GIA,15,opponent win,Split,opponent pick
61024,137353,GIA,15,EDG,13,team win,Split,team pick
61024,137354,EDG,13,GIA,11,team win,Bind,team pick
61024,137354,GIA,11,EDG,13,opponent win,Bind,opponent pick
61024,137355,EDG,13,GIA,8,team win,Ascent,opponent pick
61024,137355,GIA,8,EDG,13,opponent win,Ascent,opponent pick
61035,137386,FNC,13,BLG,2,team win,Haven,opponent pick
61035,137386,BLG,2,FNC,13,opponent win,Haven,team pick
61035,137387,FNC,13,BLG,8,team win,Lotus,team pick
61035,137387,BLG,8,FNC,13,opponent win,Lotus,opponent pick
61041,137404,TL,2,LOUD,13,opponent win,Haven,opponent pick
61041,137404,LOUD,13,TL,2,team win,Haven,team pick
61041,137405,TL,8,LOUD,13,opponent win,Split,team pick
61041,137405,LOUD,13,TL,8,team win,Split,opponent pick
61031,137374,FPX,10,T1,13,opponent win,Lotus,team pick
61031,137374,T1,13,FPX,10,team win,Lotus,opponent pick
61031,137375,FPX,7,T1,13,opponent win,Bind,opponent pick
61031,137375,T1,13,FPX,7,team win,Bind,team pick
61025,137356,PRX,13,EDG,7,team win,Fracture,opponent pick
61025,137356,EDG,7,PRX,13,opponent win,Fracture,team pick
61025,137357,PRX,16,EDG,14,team win,Pearl,team pick
61025,137357,EDG,14,PRX,16,opponent win,Pearl,opponent pick
61026,137359,KRÜ,10,GIA,13,opponent win,Lotus,team pick
61026,137359,GIA,13,KRÜ,10,team win,Lotus,opponent pick
61026,137360,KRÜ,12,GIA,14,opponent win,Pearl,opponent pick
61026,137360,GIA,14,KRÜ,12,team win,Pearl,team pick
61036,137389,ZETA,13,NRG,15,opponent win,Bind,team pick
61036,137389,NRG,15,ZETA,13,team win,Bind,opponent pick
61036,137390,ZETA,1,NRG,13,opponent win,Haven,opponent pick
61036,137390,NRG,13,ZETA,1,team win,Haven,team pick
61042,137407,NAVI,13,LOUD,11,team win,Pearl,team pick
61042,137407,LOUD,11,NAVI,13,opponent win,Pearl,opponent pick
61042,137408,NAVI,11,LOUD,13,opponent win,Ascent,opponent pick
61042,137408,LOUD,13,NAVI,11,team win,Ascent,team pick
61042,137409,NAVI,11,LOUD,13,opponent win,Bind,opponent pick
61042,137409,LOUD,13,NAVI,11,team win,Bind,opponent pick
61032,137377,FUT,13,T1,10,team win,Bind,opponent pick
61032,137377,T1,10,FUT,13,opponent win,Bind,team pick
61032,137378,FUT,14,T1,12,team win,Pearl,team pick
61032,137378,T1,12,FUT,14,opponent win,Pearl,opponent pick
61027,137362,EDG,13,GIA,6,team win,Split,opponent pick
61027,137362,GIA,6,EDG,13,opponent win,Split,team pick
61027,137363,EDG,13,GIA,7,team win,Fracture,team pick
61027,137363,GIA,7,EDG,13,opponent win,Fracture,opponent pick
61037,137392,BLG,13,NRG,10,team win,Bind,opponent pick
61037,137392,NRG,10,BLG,13,opponent win,Bind,team pick
61037,137393,BLG,13,NRG,5,team win,Ascent,team pick
61037,137393,NRG,5,BLG,13,opponent win,Ascent,opponent pick
61185,137618,FNC,11,LOUD,13,opponent win,Ascent,opponent pick
61185,137618,LOUD,13,FNC,11,team win,Ascent,team pick
61185,137619,FNC,6,LOUD,13,opponent win,Lotus,team pick
61185,137619,LOUD,13,FNC,6,team win,Lotus,opponent pick
61186,137621,PRX,13,FUT,10,team win,Ascent,opponent pick
61186,137621,FUT,10,PRX,13,opponent win,Ascent,team pick
61186,137622,PRX,13,FUT,4,team win,Pearl,team pick
61186,137622,FUT,4,PRX,13,opponent win,Pearl,opponent pick
61187,137624,DRX,13,BLG,10,team win,Lotus,opponent pick
61187,137624,BLG,10,DRX,13,opponent win,Lotus,team pick
61187,137625,DRX,13,BLG,9,team win,Haven,team pick
61187,137625,BLG,9,DRX,13,opponent win,Haven,opponent pick
61188,137627,EG,12,EDG,14,opponent win,Split,opponent pick
61188,137627,EDG,14,EG,12,team win,Split,team pick
61188,137628,EG,13,EDG,5,team win,Ascent,team pick
61188,137628,EDG,5,EG,13,opponent win,Ascent,opponent pick
61188,137629,EG,13,EDG,5,team win,Pearl,opponent pick
61188,137629,EDG,5,EG,13,opponent win,Pearl,opponent pick
61193,137644,FNC,13,FUT,5,team win,Split,team pick
61193,137644,FUT,5,FNC,13,opponent win,Split,opponent pick
61193,137645,FNC,13,FUT,9,team win,Haven,opponent pick
61193,137645,FUT,9,FNC,13,opponent win,Haven,team pick
61194,137647,BLG,4,EDG,13,opponent win,Bind,team pick
61194,137647,EDG,13,BLG,4,team win,Bind,opponent pick
61194,137648,BLG,15,EDG,13,team win,Split,opponent pick
61194,137648,EDG,13,BLG,15,opponent win,Split,team pick
61194,137649,BLG,10,EDG,13,opponent win,Haven,opponent pick
61194,137649,EDG,13,BLG,10,team win,Haven,opponent pick
61189,137630,LOUD,13,PRX,15,opponent win,Lotus,team pick
61189,137630,PRX,15,LOUD,13,team win,Lotus,opponent pick
61189,137631,LOUD,13,PRX,2,team win,Split,opponent pick
61189,137631,PRX,2,LOUD,13,opponent win,Split,team pick
61189,137632,LOUD,10,PRX,13,opponent win,Pearl,opponent pick
61189,137632,PRX,13,LOUD,10,team win,Pearl,opponent pick
61190,137633,DRX,9,EG,13,opponent win,Fracture,opponent pick
61190,137633,EG,13,DRX,9,team win,Fracture,team pick
61190,137634,DRX,4,EG,13,opponent win,Lotus,team pick
61190,137634,EG,13,DRX,4,team win,Lotus,opponent pick
61196,137653,LOUD,11,EDG,13,opponent win,Bind,opponent pick
61196,137653,EDG,13,LOUD,11,team win,Bind,team pick
61196,137654,LOUD,13,EDG,5,team win,Ascent,team pick
61196,137654,EDG,5,LOUD,13,opponent win,Ascent,opponent pick
61196,137655,LOUD,13,EDG,11,team win,Haven,opponent pick
61196,137655,EDG,11,LOUD,13,opponent win,Haven,opponent pick
61195,137650,DRX,13,FNC,1,team win,Bind,opponent pick
61195,137650,FNC,1,DRX,13,opponent win,Bind,team pick
61195,137651,DRX,9,FNC,13,opponent win,Haven,team pick
61195,137651,FNC,13,DRX,9,team win,Haven,opponent pick
61195,137652,DRX,6,FNC,13,opponent win,Split,opponent pick
61195,137652,FNC,13,DRX,6,team win,Split,opponent pick
61191,137636,PRX,10,EG,13,opponent win,Ascent,opponent pick
61191,137636,EG,13,PRX,10,team win,Ascent,team pick
61191,137637,PRX,13,EG,9,team win,Bind,team pick
61191,137637,EG,9,PRX,13,opponent win,Bind,opponent pick
61191,137638,PRX,15,EG,13,team win,Pearl,opponent pick
61191,137638,EG,13,PRX,15,opponent win,Pearl,opponent pick
61197,137656,FNC,4,LOUD,13,opponent win,Split,team pick
61197,137656,LOUD,13,FNC,4,team win,Split,opponent pick
61197,137657,FNC,13,LOUD,9,team win,Ascent,opponent pick
61197,137657,LOUD,9,FNC,13,opponent win,Ascent,team pick
61197,137658,FNC,7,LOUD,13,opponent win,Haven,opponent pick
61197,137658,LOUD,13,FNC,7,team win,Haven,opponent pick
61198,137659,EG,14,LOUD,12,team win,Ascent,team pick
61198,137659,LOUD,12,EG,14,opponent win,Ascent,opponent pick
61198,137660,EG,13,LOUD,4,team win,Lotus,opponent pick
61198,137660,LOUD,4,EG,13,opponent win,Lotus,team pick
61198,137661,EG,8,LOUD,13,opponent win,Pearl,team pick
61198,137661,LOUD,13,EG,8,team win,Pearl,opponent pick
61198,137662,EG,7,LOUD,13,opponent win,Split,opponent pick
61198,137662,LOUD,13,EG,7,team win,Split,team pick
61198,137663,EG,13,LOUD,8,team win,Bind,opponent pick
61198,137663,LOUD,8,EG,13,opponent win,Bind,opponent pick
61192,137639,PRX,10,EG,13,opponent win,Split,team pick
61192,137639,EG,13,PRX,10,team win,Split,opponent pick
61192,137640,PRX,13,EG,11,team win,Ascent,opponent pick
61192,137640,EG,11,PRX,13,opponent win,Ascent,team pick
61192,137641,PRX,5,EG,13,opponent win,Bind,team pick
61192,137641,EG,13,PRX,5,team win,Bind,opponent pick
61192,137642,PRX,10,EG,13,opponent win,Lotus,opponent pick
61192,137642,EG,13,PRX,10,team win,Lotus,team pick